path,emotion
data/processed/audio\sample_290.wav,disgust
data/processed/audio\sample_291.wav,disgust
data/processed/audio\sample_292.wav,surprised
data/processed/audio\sample_293.wav,surprised
data/processed/audio\sample_294.wav,surprised
data/processed/audio\sample_295.wav,surprised
data/processed/audio\sample_296.wav,surprised
data/processed/audio\sample_297.wav,surprised
data/processed/audio\sample_298.wav,surprised
data/processed/audio\sample_299.wav,surprised
data/processed/audio\sample_300.wav,neutral
data/processed/audio\sample_301.wav,neutral
data/processed/audio\sample_302.wav,neutral
data/processed/audio\sample_303.wav,neutral
data/processed/audio\sample_304.wav,neutral
data/processed/audio\sample_305.wav,neutral
data/processed/audio\sample_306.wav,neutral
data/processed/audio\sample_307.wav,neutral
data/processed/audio\sample_308.wav,neutral
data/processed/audio\sample_309.wav,neutral
data/processed/audio\sample_310.wav,neutral
data/processed/audio\sample_311.wav,neutral
data/processed/audio\sample_312.wav,happy
data/processed/audio\sample_313.wav,happy
data/processed/audio\sample_314.wav,happy
data/processed/audio\sample_315.wav,happy
data/processed/audio\sample_316.wav,happy
data/processed/audio\sample_317.wav,happy
data/processed/audio\sample_318.wav,happy
data/processed/audio\sample_319.wav,happy
data/processed/audio\sample_320.wav,sad
data/processed/audio\sample_321.wav,sad
data/processed/audio\sample_322.wav,sad
data/processed/audio\sample_323.wav,sad
data/processed/audio\sample_324.wav,sad
data/processed/audio\sample_325.wav,sad
data/processed/audio\sample_326.wav,sad
data/processed/audio\sample_327.wav,sad
data/processed/audio\sample_328.wav,angry
data/processed/audio\sample_329.wav,angry
data/processed/audio\sample_330.wav,angry
data/processed/audio\sample_331.wav,angry
data/processed/audio\sample_332.wav,angry
data/processed/audio\sample_333.wav,angry
data/processed/audio\sample_334.wav,angry
data/processed/audio\sample_335.wav,angry
data/processed/audio\sample_336.wav,fear
data/processed/audio\sample_337.wav,fear
data/processed/audio\sample_338.wav,fear
data/processed/audio\sample_339.wav,fear
data/processed/audio\sample_340.wav,fear
data/processed/audio\sample_341.wav,fear
data/processed/audio\sample_342.wav,fear
data/processed/audio\sample_343.wav,fear
data/processed/audio\sample_344.wav,disgust
data/processed/audio\sample_345.wav,disgust
data/processed/audio\sample_346.wav,disgust
data/processed/audio\sample_347.wav,disgust
data/processed/audio\sample_348.wav,disgust
data/processed/audio\sample_349.wav,disgust
data/processed/audio\sample_350.wav,disgust
data/processed/audio\sample_351.wav,disgust
data/processed/audio\sample_352.wav,surprised
data/processed/audio\sample_353.wav,surprised
data/processed/audio\sample_354.wav,surprised
data/processed/audio\sample_355.wav,surprised
data/processed/audio\sample_356.wav,surprised
data/processed/audio\sample_357.wav,surprised
data/processed/audio\sample_358.wav,surprised
data/processed/audio\sample_359.wav,surprised
data/processed/audio\sample_360.wav,neutral
data/processed/audio\sample_361.wav,neutral
data/processed/audio\sample_362.wav,neutral
data/processed/audio\sample_363.wav,neutral
data/processed/audio\sample_364.wav,neutral
data/processed/audio\sample_365.wav,neutral
data/processed/audio\sample_366.wav,neutral
data/processed/audio\sample_367.wav,neutral
data/processed/audio\sample_368.wav,neutral
data/processed/audio\sample_369.wav,neutral
data/processed/audio\sample_370.wav,neutral
data/processed/audio\sample_371.wav,neutral
data/processed/audio\sample_372.wav,happy
data/processed/audio\sample_373.wav,happy
data/processed/audio\sample_374.wav,happy
data/processed/audio\sample_375.wav,happy
data/processed/audio\sample_376.wav,happy
data/processed/audio\sample_377.wav,happy
data/processed/audio\sample_378.wav,happy
data/processed/audio\sample_379.wav,happy
data/processed/audio\sample_380.wav,sad
data/processed/audio\sample_381.wav,sad
data/processed/audio\sample_382.wav,sad
data/processed/audio\sample_383.wav,sad
data/processed/audio\sample_384.wav,sad
data/processed/audio\sample_385.wav,sad
data/processed/audio\sample_386.wav,sad
data/processed/audio\sample_387.wav,sad
data/processed/audio\sample_388.wav,angry
data/processed/audio\sample_389.wav,angry
data/processed/audio\sample_390.wav,angry
data/processed/audio\sample_391.wav,angry
data/processed/audio\sample_392.wav,angry
data/processed/audio\sample_393.wav,angry
data/processed/audio\sample_394.wav,angry
data/processed/audio\sample_395.wav,angry
data/processed/audio\sample_396.wav,fear
data/processed/audio\sample_397.wav,fear
data/processed/audio\sample_398.wav,fear
data/processed/audio\sample_399.wav,fear
data/processed/audio\sample_400.wav,fear
data/processed/audio\sample_401.wav,fear
data/processed/audio\sample_402.wav,fear
data/processed/audio\sample_403.wav,fear
data/processed/audio\sample_404.wav,disgust
data/processed/audio\sample_405.wav,disgust
data/processed/audio\sample_406.wav,disgust
data/processed/audio\sample_407.wav,disgust
data/processed/audio\sample_408.wav,disgust
data/processed/audio\sample_409.wav,disgust
data/processed/audio\sample_410.wav,disgust
data/processed/audio\sample_411.wav,disgust
data/processed/audio\sample_412.wav,surprised
data/processed/audio\sample_413.wav,surprised
data/processed/audio\sample_414.wav,surprised
data/processed/audio\sample_415.wav,surprised
data/processed/audio\sample_416.wav,surprised
data/processed/audio\sample_417.wav,surprised
data/processed/audio\sample_418.wav,surprised
data/processed/audio\sample_419.wav,surprised
data/processed/audio\sample_420.wav,neutral
data/processed/audio\sample_421.wav,neutral
data/processed/audio\sample_422.wav,neutral
data/processed/audio\sample_423.wav,neutral
data/processed/audio\sample_424.wav,neutral
data/processed/audio\sample_425.wav,neutral
data/processed/audio\sample_426.wav,neutral
data/processed/audio\sample_427.wav,neutral
data/processed/audio\sample_428.wav,neutral
data/processed/audio\sample_429.wav,neutral
data/processed/audio\sample_430.wav,neutral
data/processed/audio\sample_431.wav,neutral
data/processed/audio\sample_432.wav,happy
data/processed/audio\sample_433.wav,happy
data/processed/audio\sample_434.wav,happy
data/processed/audio\sample_435.wav,happy
data/processed/audio\sample_436.wav,happy
data/processed/audio\sample_437.wav,happy
data/processed/audio\sample_438.wav,happy
data/processed/audio\sample_439.wav,happy
data/processed/audio\sample_440.wav,sad
data/processed/audio\sample_441.wav,sad
data/processed/audio\sample_442.wav,sad
data/processed/audio\sample_443.wav,sad
data/processed/audio\sample_444.wav,sad
data/processed/audio\sample_445.wav,sad
data/processed/audio\sample_446.wav,sad
data/processed/audio\sample_447.wav,sad
data/processed/audio\sample_448.wav,angry
data/processed/audio\sample_449.wav,angry
data/processed/audio\sample_450.wav,angry
data/processed/audio\sample_451.wav,angry
data/processed/audio\sample_452.wav,angry
data/processed/audio\sample_453.wav,angry
data/processed/audio\sample_454.wav,angry
data/processed/audio\sample_455.wav,angry
data/processed/audio\sample_456.wav,fear
data/processed/audio\sample_457.wav,fear
data/processed/audio\sample_458.wav,fear
data/processed/audio\sample_459.wav,fear
data/processed/audio\sample_460.wav,fear
data/processed/audio\sample_461.wav,fear
data/processed/audio\sample_462.wav,fear
data/processed/audio\sample_463.wav,fear
data/processed/audio\sample_464.wav,disgust
data/processed/audio\sample_465.wav,disgust
data/processed/audio\sample_466.wav,disgust
data/processed/audio\sample_467.wav,disgust
data/processed/audio\sample_468.wav,disgust
data/processed/audio\sample_469.wav,disgust
data/processed/audio\sample_470.wav,disgust
data/processed/audio\sample_471.wav,disgust
data/processed/audio\sample_472.wav,surprised
data/processed/audio\sample_473.wav,surprised
data/processed/audio\sample_474.wav,surprised
data/processed/audio\sample_475.wav,surprised
data/processed/audio\sample_476.wav,surprised
data/processed/audio\sample_477.wav,surprised
data/processed/audio\sample_478.wav,surprised
data/processed/audio\sample_479.wav,surprised
data/processed/audio\sample_480.wav,neutral
data/processed/audio\sample_481.wav,neutral
data/processed/audio\sample_482.wav,neutral
data/processed/audio\sample_483.wav,neutral
data/processed/audio\sample_484.wav,neutral
data/processed/audio\sample_485.wav,neutral
data/processed/audio\sample_486.wav,neutral
data/processed/audio\sample_487.wav,neutral
data/processed/audio\sample_488.wav,neutral
data/processed/audio\sample_489.wav,neutral
data/processed/audio\sample_490.wav,neutral
data/processed/audio\sample_491.wav,neutral
data/processed/audio\sample_492.wav,happy
data/processed/audio\sample_493.wav,happy
data/processed/audio\sample_494.wav,happy
data/processed/audio\sample_495.wav,happy
data/processed/audio\sample_496.wav,happy
data/processed/audio\sample_497.wav,happy
data/processed/audio\sample_498.wav,happy
data/processed/audio\sample_499.wav,happy
data/processed/audio\sample_500.wav,sad
data/processed/audio\sample_501.wav,sad
data/processed/audio\sample_502.wav,sad
data/processed/audio\sample_503.wav,sad
data/processed/audio\sample_504.wav,sad
data/processed/audio\sample_505.wav,sad
data/processed/audio\sample_506.wav,sad
data/processed/audio\sample_507.wav,sad
data/processed/audio\sample_508.wav,angry
data/processed/audio\sample_509.wav,angry
data/processed/audio\sample_510.wav,angry
data/processed/audio\sample_511.wav,angry
data/processed/audio\sample_512.wav,angry
data/processed/audio\sample_513.wav,angry
data/processed/audio\sample_514.wav,angry
data/processed/audio\sample_515.wav,angry
data/processed/audio\sample_516.wav,fear
data/processed/audio\sample_517.wav,fear
data/processed/audio\sample_518.wav,fear
data/processed/audio\sample_519.wav,fear
data/processed/audio\sample_520.wav,fear
data/processed/audio\sample_521.wav,fear
data/processed/audio\sample_522.wav,fear
data/processed/audio\sample_523.wav,fear
data/processed/audio\sample_524.wav,disgust
data/processed/audio\sample_525.wav,disgust
data/processed/audio\sample_526.wav,disgust
data/processed/audio\sample_527.wav,disgust
data/processed/audio\sample_528.wav,disgust
data/processed/audio\sample_529.wav,disgust
data/processed/audio\sample_530.wav,disgust
data/processed/audio\sample_531.wav,disgust
data/processed/audio\sample_532.wav,surprised
data/processed/audio\sample_533.wav,surprised
data/processed/audio\sample_534.wav,surprised
data/processed/audio\sample_535.wav,surprised
data/processed/audio\sample_536.wav,surprised
data/processed/audio\sample_537.wav,surprised
data/processed/audio\sample_538.wav,surprised
data/processed/audio\sample_539.wav,surprised
data/processed/audio\sample_540.wav,neutral
data/processed/audio\sample_541.wav,neutral
data/processed/audio\sample_542.wav,neutral
data/processed/audio\sample_543.wav,neutral
data/processed/audio\sample_544.wav,neutral
data/processed/audio\sample_545.wav,neutral
data/processed/audio\sample_546.wav,neutral
data/processed/audio\sample_547.wav,neutral
data/processed/audio\sample_548.wav,neutral
data/processed/audio\sample_549.wav,neutral
data/processed/audio\sample_550.wav,neutral
data/processed/audio\sample_551.wav,neutral
data/processed/audio\sample_552.wav,happy
data/processed/audio\sample_553.wav,happy
data/processed/audio\sample_554.wav,happy
data/processed/audio\sample_555.wav,happy
data/processed/audio\sample_556.wav,happy
data/processed/audio\sample_557.wav,happy
data/processed/audio\sample_558.wav,happy
data/processed/audio\sample_559.wav,happy
data/processed/audio\sample_560.wav,sad
data/processed/audio\sample_561.wav,sad
data/processed/audio\sample_562.wav,sad
data/processed/audio\sample_563.wav,sad
data/processed/audio\sample_564.wav,sad
data/processed/audio\sample_565.wav,sad
data/processed/audio\sample_566.wav,sad
data/processed/audio\sample_567.wav,sad
data/processed/audio\sample_568.wav,angry
data/processed/audio\sample_569.wav,angry
data/processed/audio\sample_570.wav,angry
data/processed/audio\sample_571.wav,angry
data/processed/audio\sample_572.wav,angry
data/processed/audio\sample_573.wav,angry
data/processed/audio\sample_574.wav,angry
data/processed/audio\sample_575.wav,angry
data/processed/audio\sample_576.wav,fear
data/processed/audio\sample_577.wav,fear
data/processed/audio\sample_578.wav,fear
data/processed/audio\sample_579.wav,fear
data/processed/audio\sample_580.wav,fear
data/processed/audio\sample_581.wav,fear
data/processed/audio\sample_582.wav,fear
data/processed/audio\sample_583.wav,fear
data/processed/audio\sample_584.wav,disgust
data/processed/audio\sample_585.wav,disgust
data/processed/audio\sample_586.wav,disgust
data/processed/audio\sample_587.wav,disgust
data/processed/audio\sample_588.wav,disgust
data/processed/audio\sample_589.wav,disgust
data/processed/audio\sample_590.wav,disgust
data/processed/audio\sample_591.wav,disgust
data/processed/audio\sample_592.wav,surprised
data/processed/audio\sample_593.wav,surprised
data/processed/audio\sample_594.wav,surprised
data/processed/audio\sample_595.wav,surprised
data/processed/audio\sample_596.wav,surprised
data/processed/audio\sample_597.wav,surprised
data/processed/audio\sample_598.wav,surprised
data/processed/audio\sample_599.wav,surprised
data/processed/audio\sample_600.wav,neutral
data/processed/audio\sample_601.wav,neutral
data/processed/audio\sample_602.wav,neutral
data/processed/audio\sample_603.wav,neutral
data/processed/audio\sample_604.wav,neutral
data/processed/audio\sample_605.wav,neutral
data/processed/audio\sample_606.wav,neutral
data/processed/audio\sample_607.wav,neutral
data/processed/audio\sample_608.wav,neutral
data/processed/audio\sample_609.wav,neutral
data/processed/audio\sample_610.wav,neutral
data/processed/audio\sample_611.wav,neutral
data/processed/audio\sample_612.wav,happy
data/processed/audio\sample_613.wav,happy
data/processed/audio\sample_614.wav,happy
data/processed/audio\sample_615.wav,happy
data/processed/audio\sample_616.wav,happy
data/processed/audio\sample_617.wav,happy
data/processed/audio\sample_618.wav,happy
data/processed/audio\sample_619.wav,happy
data/processed/audio\sample_620.wav,sad
data/processed/audio\sample_621.wav,sad
data/processed/audio\sample_622.wav,sad
data/processed/audio\sample_623.wav,sad
data/processed/audio\sample_624.wav,sad
data/processed/audio\sample_625.wav,sad
data/processed/audio\sample_626.wav,sad
data/processed/audio\sample_627.wav,sad
data/processed/audio\sample_628.wav,angry
data/processed/audio\sample_629.wav,angry
data/processed/audio\sample_630.wav,angry
data/processed/audio\sample_631.wav,angry
data/processed/audio\sample_632.wav,angry
data/processed/audio\sample_633.wav,angry
data/processed/audio\sample_634.wav,angry
data/processed/audio\sample_635.wav,angry
data/processed/audio\sample_636.wav,fear
data/processed/audio\sample_637.wav,fear
data/processed/audio\sample_638.wav,fear
data/processed/audio\sample_639.wav,fear
data/processed/audio\sample_640.wav,fear
data/processed/audio\sample_641.wav,fear
data/processed/audio\sample_642.wav,fear
data/processed/audio\sample_643.wav,fear
data/processed/audio\sample_644.wav,disgust
data/processed/audio\sample_645.wav,disgust
data/processed/audio\sample_646.wav,disgust
data/processed/audio\sample_647.wav,disgust
data/processed/audio\sample_648.wav,disgust
data/processed/audio\sample_649.wav,disgust
data/processed/audio\sample_650.wav,disgust
data/processed/audio\sample_651.wav,disgust
data/processed/audio\sample_652.wav,surprised
data/processed/audio\sample_653.wav,surprised
data/processed/audio\sample_654.wav,surprised
data/processed/audio\sample_655.wav,surprised
data/processed/audio\sample_656.wav,surprised
data/processed/audio\sample_657.wav,surprised
data/processed/audio\sample_658.wav,surprised
data/processed/audio\sample_659.wav,surprised
data/processed/audio\sample_660.wav,neutral
data/processed/audio\sample_661.wav,neutral
data/processed/audio\sample_662.wav,neutral
data/processed/audio\sample_663.wav,neutral
data/processed/audio\sample_664.wav,neutral
data/processed/audio\sample_665.wav,neutral
data/processed/audio\sample_666.wav,neutral
data/processed/audio\sample_667.wav,neutral
data/processed/audio\sample_668.wav,neutral
data/processed/audio\sample_669.wav,neutral
data/processed/audio\sample_670.wav,neutral
data/processed/audio\sample_671.wav,neutral
data/processed/audio\sample_672.wav,happy
data/processed/audio\sample_673.wav,happy
data/processed/audio\sample_674.wav,happy
data/processed/audio\sample_675.wav,happy
data/processed/audio\sample_676.wav,happy
data/processed/audio\sample_677.wav,happy
data/processed/audio\sample_678.wav,happy
data/processed/audio\sample_679.wav,happy
data/processed/audio\sample_680.wav,sad
data/processed/audio\sample_681.wav,sad
data/processed/audio\sample_682.wav,sad
data/processed/audio\sample_683.wav,sad
data/processed/audio\sample_684.wav,sad
data/processed/audio\sample_685.wav,sad
data/processed/audio\sample_686.wav,sad
data/processed/audio\sample_687.wav,sad
data/processed/audio\sample_688.wav,angry
data/processed/audio\sample_689.wav,angry
data/processed/audio\sample_690.wav,angry
data/processed/audio\sample_691.wav,angry
data/processed/audio\sample_692.wav,angry
data/processed/audio\sample_693.wav,angry
data/processed/audio\sample_694.wav,angry
data/processed/audio\sample_695.wav,angry
data/processed/audio\sample_696.wav,fear
data/processed/audio\sample_697.wav,fear
data/processed/audio\sample_698.wav,fear
data/processed/audio\sample_699.wav,fear
data/processed/audio\sample_700.wav,fear
data/processed/audio\sample_701.wav,fear
data/processed/audio\sample_702.wav,fear
data/processed/audio\sample_703.wav,fear
data/processed/audio\sample_704.wav,disgust
data/processed/audio\sample_705.wav,disgust
data/processed/audio\sample_706.wav,disgust
data/processed/audio\sample_707.wav,disgust
data/processed/audio\sample_708.wav,disgust
data/processed/audio\sample_709.wav,disgust
data/processed/audio\sample_710.wav,disgust
data/processed/audio\sample_711.wav,disgust
data/processed/audio\sample_712.wav,surprised
data/processed/audio\sample_713.wav,surprised
data/processed/audio\sample_714.wav,surprised
data/processed/audio\sample_715.wav,surprised
data/processed/audio\sample_716.wav,surprised
data/processed/audio\sample_717.wav,surprised
