path,emotion
data/audio\sample_249.wav,neutral
data/audio\sample_250.wav,neutral
data/audio\sample_251.wav,neutral
data/audio\sample_252.wav,happy
data/audio\sample_253.wav,happy
data/audio\sample_254.wav,happy
data/audio\sample_255.wav,happy
data/audio\sample_256.wav,happy
data/audio\sample_257.wav,happy
data/audio\sample_258.wav,happy
data/audio\sample_259.wav,happy
data/audio\sample_260.wav,sad
data/audio\sample_261.wav,sad
data/audio\sample_262.wav,sad
data/audio\sample_263.wav,sad
data/audio\sample_264.wav,sad
data/audio\sample_265.wav,sad
data/audio\sample_266.wav,sad
data/audio\sample_267.wav,sad
data/audio\sample_268.wav,angry
data/audio\sample_269.wav,angry
data/audio\sample_270.wav,angry
data/audio\sample_271.wav,angry
data/audio\sample_272.wav,angry
data/audio\sample_273.wav,angry
data/audio\sample_274.wav,angry
data/audio\sample_275.wav,angry
data/audio\sample_276.wav,fear
data/audio\sample_277.wav,fear
data/audio\sample_278.wav,fear
data/audio\sample_279.wav,fear
data/audio\sample_280.wav,fear
data/audio\sample_281.wav,fear
data/audio\sample_282.wav,fear
data/audio\sample_283.wav,fear
data/audio\sample_284.wav,disgust
data/audio\sample_285.wav,disgust
data/audio\sample_286.wav,disgust
data/audio\sample_287.wav,disgust
data/audio\sample_288.wav,disgust
data/audio\sample_289.wav,disgust
data/audio\sample_290.wav,disgust
data/audio\sample_291.wav,disgust
data/audio\sample_292.wav,surprised
data/audio\sample_293.wav,surprised
data/audio\sample_294.wav,surprised
data/audio\sample_295.wav,surprised
data/audio\sample_296.wav,surprised
data/audio\sample_297.wav,surprised
data/audio\sample_298.wav,surprised
data/audio\sample_299.wav,surprised
data/audio\sample_300.wav,neutral
data/audio\sample_301.wav,neutral
data/audio\sample_302.wav,neutral
data/audio\sample_303.wav,neutral
data/audio\sample_304.wav,neutral
data/audio\sample_305.wav,neutral
data/audio\sample_306.wav,neutral
data/audio\sample_307.wav,neutral
data/audio\sample_308.wav,neutral
data/audio\sample_309.wav,neutral
data/audio\sample_310.wav,neutral
data/audio\sample_311.wav,neutral
data/audio\sample_312.wav,happy
data/audio\sample_313.wav,happy
data/audio\sample_314.wav,happy
data/audio\sample_315.wav,happy
data/audio\sample_316.wav,happy
data/audio\sample_317.wav,happy
data/audio\sample_318.wav,happy
data/audio\sample_319.wav,happy
data/audio\sample_320.wav,sad
data/audio\sample_321.wav,sad
data/audio\sample_322.wav,sad
data/audio\sample_323.wav,sad
data/audio\sample_324.wav,sad
data/audio\sample_325.wav,sad
data/audio\sample_326.wav,sad
data/audio\sample_327.wav,sad
data/audio\sample_328.wav,angry
data/audio\sample_329.wav,angry
data/audio\sample_330.wav,angry
data/audio\sample_331.wav,angry
data/audio\sample_332.wav,angry
data/audio\sample_333.wav,angry
data/audio\sample_334.wav,angry
data/audio\sample_335.wav,angry
data/audio\sample_336.wav,fear
data/audio\sample_337.wav,fear
data/audio\sample_338.wav,fear
data/audio\sample_339.wav,fear
data/audio\sample_340.wav,fear
data/audio\sample_341.wav,fear
data/audio\sample_342.wav,fear
data/audio\sample_343.wav,fear
data/audio\sample_344.wav,disgust
data/audio\sample_345.wav,disgust
data/audio\sample_346.wav,disgust
data/audio\sample_347.wav,disgust
data/audio\sample_348.wav,disgust
data/audio\sample_349.wav,disgust
data/audio\sample_350.wav,disgust
data/audio\sample_351.wav,disgust
data/audio\sample_352.wav,surprised
data/audio\sample_353.wav,surprised
data/audio\sample_354.wav,surprised
data/audio\sample_355.wav,surprised
data/audio\sample_356.wav,surprised
data/audio\sample_357.wav,surprised
data/audio\sample_358.wav,surprised
data/audio\sample_359.wav,surprised
data/audio\sample_360.wav,neutral
data/audio\sample_361.wav,neutral
data/audio\sample_362.wav,neutral
data/audio\sample_363.wav,neutral
data/audio\sample_364.wav,neutral
data/audio\sample_365.wav,neutral
data/audio\sample_366.wav,neutral
data/audio\sample_367.wav,neutral
data/audio\sample_368.wav,neutral
data/audio\sample_369.wav,neutral
data/audio\sample_370.wav,neutral
data/audio\sample_371.wav,neutral
data/audio\sample_372.wav,happy
data/audio\sample_373.wav,happy
data/audio\sample_374.wav,happy
data/audio\sample_375.wav,happy
data/audio\sample_376.wav,happy
data/audio\sample_377.wav,happy
data/audio\sample_378.wav,happy
data/audio\sample_379.wav,happy
data/audio\sample_380.wav,sad
data/audio\sample_381.wav,sad
data/audio\sample_382.wav,sad
data/audio\sample_383.wav,sad
data/audio\sample_384.wav,sad
data/audio\sample_385.wav,sad
data/audio\sample_386.wav,sad
data/audio\sample_387.wav,sad
data/audio\sample_388.wav,angry
data/audio\sample_389.wav,angry
data/audio\sample_390.wav,angry
data/audio\sample_391.wav,angry
data/audio\sample_392.wav,angry
data/audio\sample_393.wav,angry
data/audio\sample_394.wav,angry
data/audio\sample_395.wav,angry
data/audio\sample_396.wav,fear
data/audio\sample_397.wav,fear
data/audio\sample_398.wav,fear
data/audio\sample_399.wav,fear
data/audio\sample_400.wav,fear
data/audio\sample_401.wav,fear
data/audio\sample_402.wav,fear
data/audio\sample_403.wav,fear
data/audio\sample_404.wav,disgust
data/audio\sample_405.wav,disgust
data/audio\sample_406.wav,disgust
data/audio\sample_407.wav,disgust
data/audio\sample_408.wav,disgust
data/audio\sample_409.wav,disgust
data/audio\sample_410.wav,disgust
data/audio\sample_411.wav,disgust
data/audio\sample_412.wav,surprised
data/audio\sample_413.wav,surprised
data/audio\sample_414.wav,surprised
data/audio\sample_415.wav,surprised
data/audio\sample_416.wav,surprised
data/audio\sample_417.wav,surprised
data/audio\sample_418.wav,surprised
data/audio\sample_419.wav,surprised
data/audio\sample_420.wav,neutral
data/audio\sample_421.wav,neutral
data/audio\sample_422.wav,neutral
data/audio\sample_423.wav,neutral
data/audio\sample_424.wav,neutral
data/audio\sample_425.wav,neutral
data/audio\sample_426.wav,neutral
data/audio\sample_427.wav,neutral
data/audio\sample_428.wav,neutral
data/audio\sample_429.wav,neutral
data/audio\sample_430.wav,neutral
data/audio\sample_431.wav,neutral
data/audio\sample_432.wav,happy
data/audio\sample_433.wav,happy
data/audio\sample_434.wav,happy
data/audio\sample_435.wav,happy
data/audio\sample_436.wav,happy
data/audio\sample_437.wav,happy
data/audio\sample_438.wav,happy
data/audio\sample_439.wav,happy
data/audio\sample_440.wav,sad
data/audio\sample_441.wav,sad
data/audio\sample_442.wav,sad
data/audio\sample_443.wav,sad
data/audio\sample_444.wav,sad
data/audio\sample_445.wav,sad
data/audio\sample_446.wav,sad
data/audio\sample_447.wav,sad
data/audio\sample_448.wav,angry
data/audio\sample_449.wav,angry
data/audio\sample_450.wav,angry
data/audio\sample_451.wav,angry
data/audio\sample_452.wav,angry
data/audio\sample_453.wav,angry
data/audio\sample_454.wav,angry
data/audio\sample_455.wav,angry
data/audio\sample_456.wav,fear
data/audio\sample_457.wav,fear
data/audio\sample_458.wav,fear
data/audio\sample_459.wav,fear
data/audio\sample_460.wav,fear
data/audio\sample_461.wav,fear
data/audio\sample_462.wav,fear
data/audio\sample_463.wav,fear
data/audio\sample_464.wav,disgust
data/audio\sample_465.wav,disgust
data/audio\sample_466.wav,disgust
data/audio\sample_467.wav,disgust
data/audio\sample_468.wav,disgust
data/audio\sample_469.wav,disgust
data/audio\sample_470.wav,disgust
data/audio\sample_471.wav,disgust
data/audio\sample_472.wav,surprised
data/audio\sample_473.wav,surprised
data/audio\sample_474.wav,surprised
data/audio\sample_475.wav,surprised
data/audio\sample_476.wav,surprised
data/audio\sample_477.wav,surprised
data/audio\sample_478.wav,surprised
data/audio\sample_479.wav,surprised
data/audio\sample_480.wav,neutral
data/audio\sample_481.wav,neutral
data/audio\sample_482.wav,neutral
data/audio\sample_483.wav,neutral
data/audio\sample_484.wav,neutral
data/audio\sample_485.wav,neutral
data/audio\sample_486.wav,neutral
data/audio\sample_487.wav,neutral
data/audio\sample_488.wav,neutral
data/audio\sample_489.wav,neutral
data/audio\sample_490.wav,neutral
data/audio\sample_491.wav,neutral
data/audio\sample_492.wav,happy
data/audio\sample_493.wav,happy
data/audio\sample_494.wav,happy
data/audio\sample_495.wav,happy
data/audio\sample_496.wav,happy
data/audio\sample_497.wav,happy
data/audio\sample_498.wav,happy
data/audio\sample_499.wav,happy
data/audio\sample_500.wav,sad
data/audio\sample_501.wav,sad
data/audio\sample_502.wav,sad
data/audio\sample_503.wav,sad
data/audio\sample_504.wav,sad
data/audio\sample_505.wav,sad
data/audio\sample_506.wav,sad
data/audio\sample_507.wav,sad
data/audio\sample_508.wav,angry
data/audio\sample_509.wav,angry
data/audio\sample_510.wav,angry
data/audio\sample_511.wav,angry
data/audio\sample_512.wav,angry
data/audio\sample_513.wav,angry
data/audio\sample_514.wav,angry
data/audio\sample_515.wav,angry
data/audio\sample_516.wav,fear
data/audio\sample_517.wav,fear
data/audio\sample_518.wav,fear
data/audio\sample_519.wav,fear
data/audio\sample_520.wav,fear
data/audio\sample_521.wav,fear
data/audio\sample_522.wav,fear
data/audio\sample_523.wav,fear
data/audio\sample_524.wav,disgust
data/audio\sample_525.wav,disgust
data/audio\sample_526.wav,disgust
data/audio\sample_527.wav,disgust
data/audio\sample_528.wav,disgust
data/audio\sample_529.wav,disgust
data/audio\sample_530.wav,disgust
data/audio\sample_531.wav,disgust
data/audio\sample_532.wav,surprised
data/audio\sample_533.wav,surprised
data/audio\sample_534.wav,surprised
data/audio\sample_535.wav,surprised
data/audio\sample_536.wav,surprised
data/audio\sample_537.wav,surprised
data/audio\sample_538.wav,surprised
data/audio\sample_539.wav,surprised
data/audio\sample_540.wav,neutral
data/audio\sample_541.wav,neutral
data/audio\sample_542.wav,neutral
data/audio\sample_543.wav,neutral
data/audio\sample_544.wav,neutral
data/audio\sample_545.wav,neutral
data/audio\sample_546.wav,neutral
data/audio\sample_547.wav,neutral
data/audio\sample_548.wav,neutral
data/audio\sample_549.wav,neutral
data/audio\sample_550.wav,neutral
data/audio\sample_551.wav,neutral
data/audio\sample_552.wav,happy
data/audio\sample_553.wav,happy
data/audio\sample_554.wav,happy
data/audio\sample_555.wav,happy
data/audio\sample_556.wav,happy
data/audio\sample_557.wav,happy
data/audio\sample_558.wav,happy
data/audio\sample_559.wav,happy
data/audio\sample_560.wav,sad
data/audio\sample_561.wav,sad
data/audio\sample_562.wav,sad
data/audio\sample_563.wav,sad
data/audio\sample_564.wav,sad
data/audio\sample_565.wav,sad
data/audio\sample_566.wav,sad
data/audio\sample_567.wav,sad
data/audio\sample_568.wav,angry
data/audio\sample_569.wav,angry
data/audio\sample_570.wav,angry
data/audio\sample_571.wav,angry
data/audio\sample_572.wav,angry
data/audio\sample_573.wav,angry
data/audio\sample_574.wav,angry
data/audio\sample_575.wav,angry
data/audio\sample_576.wav,fear
data/audio\sample_577.wav,fear
data/audio\sample_578.wav,fear
data/audio\sample_579.wav,fear
data/audio\sample_580.wav,fear
data/audio\sample_581.wav,fear
data/audio\sample_582.wav,fear
data/audio\sample_583.wav,fear
data/audio\sample_584.wav,disgust
data/audio\sample_585.wav,disgust
data/audio\sample_586.wav,disgust
data/audio\sample_587.wav,disgust
data/audio\sample_588.wav,disgust
data/audio\sample_589.wav,disgust
data/audio\sample_590.wav,disgust
data/audio\sample_591.wav,disgust
data/audio\sample_592.wav,surprised
data/audio\sample_593.wav,surprised
data/audio\sample_594.wav,surprised
data/audio\sample_595.wav,surprised
data/audio\sample_596.wav,surprised
data/audio\sample_597.wav,surprised
data/audio\sample_598.wav,surprised
data/audio\sample_599.wav,surprised
data/audio\sample_600.wav,neutral
data/audio\sample_601.wav,neutral
data/audio\sample_602.wav,neutral
data/audio\sample_603.wav,neutral
data/audio\sample_604.wav,neutral
data/audio\sample_605.wav,neutral
data/audio\sample_606.wav,neutral
data/audio\sample_607.wav,neutral
data/audio\sample_608.wav,neutral
data/audio\sample_609.wav,neutral
data/audio\sample_610.wav,neutral
data/audio\sample_611.wav,neutral
data/audio\sample_612.wav,happy
data/audio\sample_613.wav,happy
data/audio\sample_614.wav,happy
data/audio\sample_615.wav,happy
data/audio\sample_616.wav,happy
data/audio\sample_617.wav,happy
data/audio\sample_618.wav,happy
data/audio\sample_619.wav,happy
data/audio\sample_620.wav,sad
data/audio\sample_621.wav,sad
data/audio\sample_622.wav,sad
data/audio\sample_623.wav,sad
data/audio\sample_624.wav,sad
data/audio\sample_625.wav,sad
data/audio\sample_626.wav,sad
data/audio\sample_627.wav,sad
data/audio\sample_628.wav,angry
data/audio\sample_629.wav,angry
data/audio\sample_630.wav,angry
data/audio\sample_631.wav,angry
data/audio\sample_632.wav,angry
data/audio\sample_633.wav,angry
data/audio\sample_634.wav,angry
data/audio\sample_635.wav,angry
data/audio\sample_636.wav,fear
data/audio\sample_637.wav,fear
data/audio\sample_638.wav,fear
data/audio\sample_639.wav,fear
data/audio\sample_640.wav,fear
data/audio\sample_641.wav,fear
data/audio\sample_642.wav,fear
data/audio\sample_643.wav,fear
data/audio\sample_644.wav,disgust
data/audio\sample_645.wav,disgust
data/audio\sample_646.wav,disgust
data/audio\sample_647.wav,disgust
data/audio\sample_648.wav,disgust
data/audio\sample_649.wav,disgust
data/audio\sample_650.wav,disgust
data/audio\sample_651.wav,disgust
data/audio\sample_652.wav,surprised
data/audio\sample_653.wav,surprised
data/audio\sample_654.wav,surprised
data/audio\sample_655.wav,surprised
data/audio\sample_656.wav,surprised
data/audio\sample_657.wav,surprised
data/audio\sample_658.wav,surprised
data/audio\sample_659.wav,surprised
data/audio\sample_660.wav,neutral
data/audio\sample_661.wav,neutral
data/audio\sample_662.wav,neutral
data/audio\sample_663.wav,neutral
data/audio\sample_664.wav,neutral
data/audio\sample_665.wav,neutral
data/audio\sample_666.wav,neutral
data/audio\sample_667.wav,neutral
data/audio\sample_668.wav,neutral
data/audio\sample_669.wav,neutral
data/audio\sample_670.wav,neutral
data/audio\sample_671.wav,neutral
data/audio\sample_672.wav,happy
data/audio\sample_673.wav,happy
data/audio\sample_674.wav,happy
data/audio\sample_675.wav,happy
data/audio\sample_676.wav,happy
data/audio\sample_677.wav,happy
data/audio\sample_678.wav,happy
data/audio\sample_679.wav,happy
data/audio\sample_680.wav,sad
data/audio\sample_681.wav,sad
data/audio\sample_682.wav,sad
data/audio\sample_683.wav,sad
data/audio\sample_684.wav,sad
data/audio\sample_685.wav,sad
data/audio\sample_686.wav,sad
data/audio\sample_687.wav,sad
data/audio\sample_688.wav,angry
data/audio\sample_689.wav,angry
data/audio\sample_690.wav,angry
data/audio\sample_691.wav,angry
data/audio\sample_692.wav,angry
data/audio\sample_693.wav,angry
data/audio\sample_694.wav,angry
data/audio\sample_695.wav,angry
data/audio\sample_696.wav,fear
data/audio\sample_697.wav,fear
data/audio\sample_698.wav,fear
data/audio\sample_699.wav,fear
data/audio\sample_700.wav,fear
data/audio\sample_701.wav,fear
data/audio\sample_702.wav,fear
data/audio\sample_703.wav,fear
data/audio\sample_704.wav,disgust
data/audio\sample_705.wav,disgust
data/audio\sample_706.wav,disgust
data/audio\sample_707.wav,disgust
data/audio\sample_708.wav,disgust
data/audio\sample_709.wav,disgust
data/audio\sample_710.wav,disgust
data/audio\sample_711.wav,disgust
data/audio\sample_712.wav,surprised
data/audio\sample_713.wav,surprised
data/audio\sample_714.wav,surprised
data/audio\sample_715.wav,surprised
data/audio\sample_716.wav,surprised
data/audio\sample_717.wav,surprised
data/audio\sample_718.wav,surprised
data/audio\sample_719.wav,surprised
data/audio\sample_720.wav,neutral
data/audio\sample_721.wav,neutral
data/audio\sample_722.wav,neutral
data/audio\sample_723.wav,neutral
data/audio\sample_724.wav,neutral
data/audio\sample_725.wav,neutral
data/audio\sample_726.wav,neutral
data/audio\sample_727.wav,neutral
data/audio\sample_728.wav,neutral
data/audio\sample_729.wav,neutral
data/audio\sample_730.wav,neutral
data/audio\sample_731.wav,neutral
data/audio\sample_732.wav,happy
data/audio\sample_733.wav,happy
data/audio\sample_734.wav,happy
data/audio\sample_735.wav,happy
data/audio\sample_736.wav,happy
data/audio\sample_737.wav,happy
data/audio\sample_738.wav,happy
data/audio\sample_739.wav,happy
data/audio\sample_740.wav,sad
data/audio\sample_741.wav,sad
data/audio\sample_742.wav,sad
data/audio\sample_743.wav,sad
data/audio\sample_744.wav,sad
data/audio\sample_745.wav,sad
data/audio\sample_746.wav,sad
data/audio\sample_747.wav,sad
data/audio\sample_748.wav,angry
data/audio\sample_749.wav,angry
data/audio\sample_750.wav,angry
data/audio\sample_751.wav,angry
data/audio\sample_752.wav,angry
data/audio\sample_753.wav,angry
data/audio\sample_754.wav,angry
data/audio\sample_755.wav,angry
data/audio\sample_756.wav,fear
data/audio\sample_757.wav,fear
data/audio\sample_758.wav,fear
data/audio\sample_759.wav,fear
data/audio\sample_760.wav,fear
data/audio\sample_761.wav,fear
data/audio\sample_762.wav,fear
data/audio\sample_763.wav,fear
data/audio\sample_764.wav,disgust
data/audio\sample_765.wav,disgust
data/audio\sample_766.wav,disgust
data/audio\sample_767.wav,disgust
data/audio\sample_768.wav,disgust
data/audio\sample_769.wav,disgust
data/audio\sample_770.wav,disgust
data/audio\sample_771.wav,disgust
data/audio\sample_772.wav,surprised
data/audio\sample_773.wav,surprised
data/audio\sample_774.wav,surprised
data/audio\sample_775.wav,surprised
data/audio\sample_776.wav,surprised
data/audio\sample_777.wav,surprised
data/audio\sample_778.wav,surprised
data/audio\sample_779.wav,surprised
data/audio\sample_780.wav,neutral
data/audio\sample_781.wav,neutral
data/audio\sample_782.wav,neutral
data/audio\sample_783.wav,neutral
data/audio\sample_784.wav,neutral
data/audio\sample_785.wav,neutral
data/audio\sample_786.wav,neutral
data/audio\sample_787.wav,neutral
data/audio\sample_788.wav,neutral
data/audio\sample_789.wav,neutral
data/audio\sample_790.wav,neutral
data/audio\sample_791.wav,neutral
data/audio\sample_792.wav,happy
data/audio\sample_793.wav,happy
data/audio\sample_794.wav,happy
data/audio\sample_795.wav,happy
data/audio\sample_796.wav,happy
data/audio\sample_797.wav,happy
data/audio\sample_798.wav,happy
data/audio\sample_799.wav,happy
data/audio\sample_800.wav,sad
data/audio\sample_801.wav,sad
data/audio\sample_802.wav,sad
data/audio\sample_803.wav,sad
data/audio\sample_804.wav,sad
data/audio\sample_805.wav,sad
data/audio\sample_806.wav,sad
data/audio\sample_807.wav,sad
data/audio\sample_808.wav,angry
data/audio\sample_809.wav,angry
data/audio\sample_810.wav,angry
data/audio\sample_811.wav,angry
data/audio\sample_812.wav,angry
data/audio\sample_813.wav,angry
data/audio\sample_814.wav,angry
data/audio\sample_815.wav,angry
data/audio\sample_816.wav,fear
data/audio\sample_817.wav,fear
data/audio\sample_818.wav,fear
data/audio\sample_819.wav,fear
data/audio\sample_820.wav,fear
data/audio\sample_821.wav,fear
data/audio\sample_822.wav,fear
data/audio\sample_823.wav,fear
data/audio\sample_824.wav,disgust
data/audio\sample_825.wav,disgust
data/audio\sample_826.wav,disgust
data/audio\sample_827.wav,disgust
data/audio\sample_828.wav,disgust
data/audio\sample_829.wav,disgust
data/audio\sample_830.wav,disgust
data/audio\sample_831.wav,disgust
data/audio\sample_832.wav,surprised
data/audio\sample_833.wav,surprised
data/audio\sample_834.wav,surprised
data/audio\sample_835.wav,surprised
data/audio\sample_836.wav,surprised
data/audio\sample_837.wav,surprised
data/audio\sample_838.wav,surprised
data/audio\sample_839.wav,surprised
data/audio\sample_840.wav,neutral
data/audio\sample_841.wav,neutral
data/audio\sample_842.wav,neutral
data/audio\sample_843.wav,neutral
data/audio\sample_844.wav,neutral
data/audio\sample_845.wav,neutral
data/audio\sample_846.wav,neutral
data/audio\sample_847.wav,neutral
data/audio\sample_848.wav,neutral
